datetime,Time,headline,ticker,sentiment
04/26/2019,00:07:00,Five Of Chevron Oil Wells In Nigeria Affected By Fire - Punch,CVX,0
04/25/2019,12:52:00,.@TraceyRyniec goes over 5-earnings charts to finish the week. $SNE $HELE $CVX $XOM $COLM ,CVX,1
04/25/2019,06:11:00,Chevron Co. $CVX to Issue Quarterly Dividend of $1.19   #markets,CVX,1
04/25/2019,01:10:00,"Exxon, Chevron first-quarter earnings expected to dip from last year  ",CVX,1
04/24/2019,22:03:00,"Chevron : Exxon, Chevron first-quarter earnings expected to dip from last year #Chevron #Stock #MarketScreener¡K ",CVX,1
04/24/2019,15:37:00,Chevron Co. $CVX Declares $1.19 Quarterly Dividend  #stocks,CVX,1
04/24/2019,09:58:00,Chevron may have to sweeten offer for Anadarko after rival Occidental bid ,CVX,1
04/24/2019,08:28:00,"Occidental makes Anadarko bid, seeks to derail Chevron deal - Bloomberg ",CVX,1
04/24/2019,06:29:00,$OXY: Occidental Petro CEO on CNBC discusses bid for Anadarko (APC); note APC agreed to be acquired by Chevron (CVX¡K ,CVX,1
04/24/2019,05:27:00,Piper Jaffray Companies Raises Chevron Q2 2019 Earnings Estimates to $2.17 EPS (Previously $1.57).  $CVX #CVX,CVX,1
04/24/2019,05:13:00,"Occidental offers to buy Anadarko in $57 billion deal, topping Chevron - ",CVX,1
04/24/2019,04:52:00,Occidental looks to push out Chevron with rival bid for Anadarko ,CVX,1
04/24/2019,04:25:00,"Occidental offers to buy Anadarko in $57 billion deal, topping Chevron",CVX,1
04/24/2019,04:21:00,Occidental sweeps in with higher bid for Anadarko than Chevron is offering ,CVX,1
04/22/2019,15:38:00,"Chevron Wants Petrobras to Prove Refinery is Operational Before Sale, Sources Say -Reuters #Chevron #Stock¡K ",CVX,1
04/22/2019,14:38:00,Chevron tells Petrobras to prove Texas refinery operational: sources  ,CVX,1
04/21/2019,11:31:00,Chevron buys Anadarko for its shale assets ,CVX,1
04/21/2019,02:42:00,Chevron¡¦s $CVX Buy Rating Reaffirmed at Cowen  #markets,CVX,1
04/21/2019,02:42:00,Chevron¡¦s $CVX Buy Rating Reaffirmed at Cowen  #stocks,CVX,1
04/19/2019,14:58:00,"$CVX $EQNR $XOM:BP, partners to move forward with $6B Caspian Sea oil project:",CVX,1
04/19/2019,02:14:00,Citigroup Increases Chevron $CVX Price Target to $142.00   #markets,CVX,1
04/18/2019,22:11:00,Chevron $CVX Set to Announce Quarterly Earnings on Friday  #stocks,CVX,1
04/17/2019,01:13:00,"James William Johnson Sells 4,750 Shares of Chevron Co. $CVX Stock   #markets",CVX,0
04/17/2019,01:09:00,"James William Johnson Sells 4,750 Shares of Chevron Co. $CVX Stock ",CVX,0
04/16/2019,23:31:00,Chevron $CVX PT Raised to $142.00 at Citigroup ,CVX,1
04/16/2019,18:30:00,$CVX - A Deep Dive Into Chevron's Fundamentals For Dividend Investors ,CVX,1
04/16/2019,14:34:00,"$CVX - Chevron coming to Algeria for shale talks next week, Sonatrach says ",CVX,1
04/16/2019,00:25:00,Chevron $CVX Lifted to Buy at Bank of America ,CVX,1
04/15/2019,14:27:00,"Chevron Co. $CVX Insider Sells $596,600.00 in Stock ",CVX,0
04/15/2019,11:30:00,"$CVX - Chevron Buys Anadarko, And Oxy Wants In - Midstream Is The Key ",CVX,1
04/15/2019,08:58:00,Cboe Global Markets : Chevron To Buy Anadarko In $33B Deal #CboeGlobalMarkets #Stock #MarketScreener¡K ,CVX,1
04/15/2019,06:20:00,Chevron $CVX PT Raised to $142.00  #stocks,CVX,1
04/15/2019,04:42:00,Chevron Wants to Buy Anadarko Petroleum. Don¡¦t Be Surprised If Someone Makes a Better Offer. ,CVX,1
04/15/2019,04:39:00,Citi analyst Alastair Ryan raised the price target on Chevron (NYSE: $CVX to $142.00 (from $135.00) while maintaini¡K ,CVX,1
04/15/2019,04:39:00,$CVX PT RAISED TO $142 FROM $135.00 AT CITI,CVX,1
04/15/2019,03:44:00,$CVX Breakup fee said to be a relatively low $1B or ~3% of deal amount - press(More at ,CVX,1
04/15/2019,02:28:00,Chevron $CVX Lifted to ¡§Buy¡¨ at Bank of America ,CVX,1
04/15/2019,02:28:00,Chevron $CVX Lifted to ¡§Buy¡¨ at Bank of America   #markets,CVX,1
04/14/2019,19:18:00,?? Dividend Ideas: Chevron Corp.: This Is A Big Deal  via ?  ,CVX,1
04/14/2019,14:59:00,"Chevron will pay $33bn to buy Anadarko, an independent oil producer with rich holdings in Texas's Permian basin ",CVX,1
04/14/2019,05:18:00,Investors Buy Shares of Chevron $CVX on Weakness ,CVX,1
04/13/2019,15:38:00,"Dow Jones Futures Jump: Chevron Buys Anadarko, Disney Takes On Netflix, JPMorgan Earnings Top ",CVX,1
04/13/2019,08:25:00,Chevron $CVX Upgraded to Buy by Bank of America ,CVX,1
04/13/2019,05:30:00,Chevron Corp New $CVX Holder Retirement Systems Of Alabama Has Upped Stake  ,CVX,1
04/12/2019,18:07:00,Chevron leaps to 'ultramajor' oil status with Anadarko deal ,CVX,1
04/12/2019,14:32:00,Chevron $CVX Receives a Higher Rating From BofA Merrill. Will Other Analysts Follow Suit? ,CVX,1
04/12/2019,14:14:00,"Anadarko Petroleum, the biggest gainer in the S&P, rose 32% after Chevron said it is paying $33 billion to acquire¡K ",CVX,1
04/12/2019,14:00:00,Chevron to buy Anadarko for $33 billion in the biggest industry merger since 2016  via¡K ,CVX,1
04/12/2019,12:38:00,"Call/Put Highest % Volume Changes: Calls: $OXY, $ANTM, $PXD, $CL, $CVX  Puts: $IEF, $IGV, $WCG, $AET, $GRUB",CVX,1
04/12/2019,12:00:00,"Looking to bolster its position in shale oil and the LNG market, Chevron will buy Anadarko for $33 billion¡K ",CVX,1
04/12/2019,11:50:00,Chevron to buy Anadarko for $33 billion  ,CVX,1
04/12/2019,10:50:00,$CVX - Chevron's (CVX) CEO Mike Wirth Announces Agreement to Acquire Anadarko (Transcript) ,CVX,1
04/12/2019,10:39:00,Chevron to buy Anadarko in $33 billion cash-and-stock deal ,CVX,1
04/12/2019,10:35:00,Chevron $CVX Upgraded to Buy at Bank of America  #stocks,CVX,1
04/12/2019,10:33:00,Chevron $CVX Upgraded to Buy at Bank of America ,CVX,1
04/12/2019,10:05:00,RT @ckrausss: Big deal in oil patch: Chevron acquires Anadarko to become dominant Permian player ,CVX,1
04/12/2019,09:50:00,It's been a crucial week for Chevron Corporation $CVX; here's what analysts have to say. ,CVX,1
04/12/2019,09:18:00,$CVX $FANG $CXO:Oil Stock M&A Stunner: Chevron Buys Anadarko for $50 Billion:,CVX,1
04/12/2019,09:03:00,$XOM $RDS.A $CVX $APC:Chevron (CVX) Set to Snap Up Anadarko in $50 Billion Deal:,CVX,1
04/12/2019,08:50:00,Chevron to buy Anadarko for $33 billion  via @ReutersTV ,CVX,1
04/12/2019,08:22:00,Chevron leaps to ultramajor with the $33 billion Anadarko deal. Chevron chair and CEO Mike Wirth explains why the o¡K ,CVX,1
04/12/2019,07:22:00,Oil shares jump after Chevron buys Anadarko and merger fever hits oil patch ,CVX,1
04/12/2019,06:51:00,VOLUME RADAR ALERT: $CVX Chevron Corp ?? TradeIdeas via  to FREE Trading Room,CVX,1
04/12/2019,06:40:00,Chevron to buy Anadarko for $33 billion in the biggest industry merger since 2016  ,CVX,1
04/12/2019,06:22:00,Catch @jimcramer and @marKatRoss LIVE at 10am as they break down what investors need to know about the Chevron $CVX¡K ,CVX,1
04/12/2019,06:18:00,$CVS:Chevron To Buy Anadarko In $33B Deal:,CVX,1
04/12/2019,05:47:00,Oil shares jump after Chevron buys Andarko and merger fever hits oil patch ,CVX,1
04/12/2019,05:32:00,RT @zerohedge: Chevron To Buy Anadarko In $33 Billion Energy Megadeal  ,CVX,1
04/12/2019,05:14:00,Chevron Adds $5B To Buyback $CVX  @benzinga,CVX,1
04/12/2019,04:45:00,Chevron to buy Anadarko for $33 billion - ,CVX,1
04/12/2019,04:04:00,"Chevron Buys Anadarko in $33 Billion Bet on Shale Oil, LNG  ",CVX,1
04/12/2019,03:46:00,"RT @KellyGilblom: FULL STORY: Chevron Buys Anadarko in $33 Billion Bet on Shale Oil, LNG  via @markets",CVX,1
04/12/2019,03:41:00,"Monster Energy deal to close the week, it's a match that has always made sense, Chevron $CVX buying Anadarko Petro¡K ",CVX,1
04/12/2019,03:33:00,$CVX $APC:Chevron to Buy Anadarko for $33 Billion in Cash and Stock:,CVX,1
04/12/2019,03:23:00,Chevron to buy Anadarko for $33 billion ,CVX,1
04/12/2019,03:18:00,$CVX:Chevron Announces Agreement to Acquire Anadarko:,CVX,1
04/12/2019,03:14:00,As it acquires Anadarko in a deal worth $50bn... here's how Chevron highlights the Mozambique LNG business it will¡K ,CVX,1
04/12/2019,03:07:00,Chevron To Sell $15-$20Bln Of Assets Between 2020 And 2022,CVX,1
04/12/2019,03:06:00,Chevron To Buy Anadarko In $33 Billion Energy Megadeal  ,CVX,1
04/12/2019,03:02:00,$CVX Chevron Announces Agreement To Acquire Anadarko Petroleum for $33.0B,CVX,1
04/11/2019,03:29:00,Federated Investors INC Has Raised Holding in Chevron Corp New $CVX as Stock Price Rose  ,CVX,1
04/10/2019,19:19:00,SEARCHING FOR HIGHER RETURNS ¡X OIL RETURNS DOUBLE THAT OF THE STOCK MARKET $USO $CL_F $RDS-A $RDS-B $XON $CVX $COP¡K ,CVX,1
04/09/2019,15:38:00,"$CVX $PSX - Chevron Phillips pledges to report plastic pellet spills, shareholder says ",CVX,1
04/08/2019,15:09:00,Brokerages Anticipate Chevron Co. $CVX to Announce $1.43 Earnings Per Share   #markets,CVX,1
04/08/2019,01:04:00,$CVX $XOM:Global Oil Prices Hit Fresh 2019 Highs as Libya Fighting Adds to Supply Concerns:,CVX,1
04/07/2019,16:39:00,$CVX This one has been strong. One of the go to names in energy. About to break out of the range. Eyes on it.,CVX,1
04/06/2019,11:36:00,Zacks: Brokerages Expect Chevron Co. $CVX to Post $1.43 Earnings Per Share  #markets,CVX,1
04/06/2019,11:36:00,Zacks: Brokerages Expect Chevron Co. $CVX to Post $1.43 Earnings Per Share  #stocks,CVX,1
04/04/2019,10:30:00,Supreme Court of Canada rejects bid to revive dismissed suit against Chevron $CVX ,CVX,1
04/03/2019,04:10:00,"As Chevron Corp New $CVX Share Price Rose, Shareholder Swiss National Bank Upped Its Stake ",CVX,1
04/02/2019,15:55:00,Traders Buy Shares of Chevron $CVX on Weakness ,CVX,1
04/02/2019,12:28:00,"$CVX $WOPEF $WOPEY - Chevron, Woodside seek to double size of B.C. LNG export project ",CVX,1
04/02/2019,04:14:00,Chevron Texaco Corp $CVX Shareholder Montag A & Associates INC Has Upped Its Holding by $4.96 Million as Stock Rose  ,CVX,1
04/01/2019,14:28:00,$CVX - Chevron told by jury to pay $21M in California cancer case ,CVX,1
04/01/2019,13:16:00,Chevron Co. $CVX Expected to Post Earnings of $1.41 Per Share  #stocks,CVX,1
04/01/2019,11:23:00,"Podcast: Keep your emotions under control! Here what you need to know, in order to do that. $CVX $UNH $CSCO $HD¡K ",CVX,1
03/29/2019,03:25:00,"Winslow Evans & Crocker Upped Chevron New $CVX Position by $334,152; Duke Energy New $DUK Market Value Rose While J¡K ",CVX,1
03/28/2019,12:02:00,"Main Street Research Trimmed Holding in Microsoft $MSFT by $1.06 Million; As Chevron New $CVX Shares Rose, Horizon¡K ",CVX,0
03/28/2019,10:18:00,"Atalanta Sosnoff Capital Position in Chevron New $CVX Decreased by $928,584; As Ii $IIVI Share Value Rose, Sharehol¡K ",CVX,0
03/28/2019,06:02:00,First Business Financial Services Continues to Hold Holding in Chevron $CVX; Forward Management Holding in Weyerhae¡K ,CVX,1
03/28/2019,03:06:00,Stralem & Co Stake in Chevron New Com $CVX Decreased by $1.70 Million as Stock Rose; Cam Group Holding A Has Trimme¡K ,CVX,0
03/26/2019,06:33:00,"$CVX $RDS.A $XOM $EQNR:Shell Ships 1st NGL From Prelude, to Rebrand First Utility:",CVX,1
03/26/2019,03:38:00,"Hemenway Trust Company Has Upped Chevron $CVX Holding by $573,804; Gm Advisory Group Has Raised Its American Expres¡K ",CVX,1
03/26/2019,03:35:00,"Private Wealth Advisors Raised Holding in Chevron New $CVX by $383,292; Archford Capital Strategies Has Raised Its¡K ",CVX,1
03/25/2019,03:38:00,Palo Capital Has Boosted Its Chevron New $CVX Stake by $3.41 Million; Ameriprise Financial Has Decreased Its Boise¡K ,CVX,0
03/24/2019,12:38:00,Chevron $CVX Position Boosted by Callahan Advisors Llc; Grandfield & Dodd Stake in Wpp Plc New $WPPGY Has Trimmed b¡K ,CVX,0
03/24/2019,06:21:00,"As Chevron $CVX Market Value Rose, Holder Paradigm Financial Advisors Decreased Holding by $314,388; As Southern Co¡K ",CVX,0
03/24/2019,03:39:00,"As Chevron $CVX Share Value Rose, Raymond James Trust Has Raised Holding; Taurus Asset Management Lifted Its Wells¡K ",CVX,1
03/24/2019,03:33:00,"Callahan Advisors Has Raised Holding in Chevron $CVX by $318,276; As Coca $COKE Share Price Rose, Holder Cramer Ros¡K ",CVX,1
03/23/2019,09:07:00,Chevron Corp $CVX: Institutional Investor Sentiment Down to 1 ,CVX,1
03/21/2019,18:35:00,"Hot Stock: Progressive Impact active, jumps 15.38% on bagging job from Chevron -  ",CVX,1
03/21/2019,06:03:00,"$RDS.A $CVX $XOM $SM $CRZO:SM Energy, Carrizo May Combine to Fortify Permian Operations:",CVX,1
03/20/2019,22:29:00,Breaking: Chevron Corp $CVX Buy Rating Reaffirmed by Societe Generale Today; The TP is Set to $142  ,CVX,1
03/19/2019,15:35:00,$CVX - Flaring incidents at Chevron's Richmond refinery highest in a decade ,CVX,1
03/17/2019,11:08:00,"$CVX Update from last week.  Nice break of TL, Would like to see some follow through ",CVX,1
03/17/2019,05:35:00,Chevron Corporation $CVX Holder Petroleum & Resources Corp Upped Its Position by $4.08 Million as Stock Price Rose  ,CVX,1
03/16/2019,18:34:00,Zacks: Brokerages Anticipate Chevron Co. $CVX to Post $1.41 EPS   #markets,CVX,1
03/16/2019,12:26:00,"Chevron Co. $CVX Insider James William Johnson Sells 4,750 Shares ",CVX,0
03/15/2019,14:42:00,"Chevron Co. $CVX Insider Sells $592,990.00 in Stock  #stocks",CVX,0
03/15/2019,14:38:00,"Insider Selling: Chevron Co. $CVX Insider Sells 4,750 Shares of Stock ",CVX,0
03/15/2019,00:31:00,Weekly Analysts¡¦ Ratings Updates for Chevron $CVX  #stocks,CVX,1
03/13/2019,07:33:00,$SLB $CVX $YPF $BAK:YPF Sociedad ¡¦19 Output to Fall Amid Rising Capital Investment:,CVX,1
03/12/2019,06:54:00,Stifel Financial Corp Position in Chevron Corp New $CVX Decreased as Market Valuation Rose  ,CVX,0
03/12/2019,06:54:00,"As Chevron Corp New $CVX Market Valuation Rose, Stifel Financial Corp Trimmed Holding by $9.68 Million ",CVX,0
03/12/2019,02:33:00,Chevron Co. $CVX Expected to Announce Earnings of $1.42 Per Share ,CVX,1
03/11/2019,17:50:00,Investors Sell Shares of Chevron $CVX on Strength $CVX ,CVX,0
03/11/2019,17:49:00,Investors Sell Shares of Chevron $CVX on Strength $CVX   #markets,CVX,0
03/11/2019,14:50:00,"$VLO $CVX - Valero, Chevron try to return Venezuelan oil following sanctions - Reuters ",CVX,1
03/10/2019,22:53:00,Chevron Co. $CVX Expected to Announce Quarterly Sales of $38.32 Billion  #stocks,CVX,1
03/10/2019,22:51:00,Chevron Co. $CVX Expected to Announce Quarterly Sales of $38.32 Billion  #markets,CVX,1
03/10/2019,08:49:00,Barclays Raises Chevron $CVX Price Target to $150.00  #stocks,CVX,1
03/09/2019,17:17:00,Chevron Co. $CVX Expected to Announce Earnings of $1.42 Per Share  #stocks,CVX,1
03/09/2019,06:52:00,Kentucky Retirement Systems Stake in Chevron Corp New $CVX Trimmed by $8.17 Million ,CVX,0
03/08/2019,19:00:00,"When it comes to Chevron, it¡¦s not just the oil that¡¦s flowing well. It¡¦s also the free cash. $CVX",CVX,1
03/08/2019,04:05:00,Can analysts adopt a bullish outlook for Chevron Corporation $CVX? ,CVX,1
03/07/2019,09:18:00,$EPD $CVX $RDS-A $RDS-B:3 Top Energy Stocks to Buy Right Now:,CVX,1
03/07/2019,08:58:00,"¡§Our investors don¡¦t need to wait several years for the story to come together,¡¨ Chevron Chief Executive Mike Wirth¡K ",CVX,1
03/07/2019,08:04:00,Great read and thanks @realconstable for the mention.Chevron $CVX: Why Now Is the Time to Buy  via @TheStreet,CVX,1
03/06/2019,19:49:00,"Key Analysts at Barclays Reiterate their ¡¥""Buy""¡¦ rating for Chevron Corp $CVX Shares Today. Their TP is Set to $150  ",CVX,1
03/06/2019,15:28:00,"$PBR $CVX - BW Offshore wins Brazilian OK to buy oilfield from Petrobras, Chevron ",CVX,1
03/06/2019,15:15:00,Chevron and Exxon Mobil to sharply increase fracking ,CVX,1
03/06/2019,12:58:00,$CVX $BP:Exxon Mobil Will Be Offering An Almost All-Time High Dividend ¡K:,CVX,1
03/06/2019,11:23:00,Chevron $CVX Stock Rating Upgraded by Royal Bank of Canada  #stocks,CVX,1
03/06/2019,06:42:00,Chevron $CVX Upgraded by Royal Bank of Canada to Sector Perform ,CVX,1
03/06/2019,06:40:00,Chevron $CVX Upgraded by Royal Bank of Canada to Sector Perform   #markets,CVX,1
03/06/2019,06:25:00,Chevron and Exxon Mobil are moving to tighten their grip on fracking in the Permian Basin ,CVX,1
03/06/2019,04:33:00,Chevron $CVX PT Increases To $145 After Analyst Day At RBC ,CVX,1
03/05/2019,23:04:00,Chevron $CVX Shares Were Upgraded Today by BidaskScore  ,CVX,1
03/05/2019,23:03:00,Should Investors Turn Their Attention to Chevron $CVX? BidaskScore Has Just Upgraded the Stock ,CVX,1
03/05/2019,17:56:00,Chevron and Exxon Mobil plan to produce almost 2 million barrels of crude a day from the Permian Basin ,CVX,1
03/05/2019,10:40:00,Chevron Dividend and Buyback Policies Being Boosted by Shale  ,CVX,1
03/05/2019,10:10:00,Chevron woos investors with pledge of higher returns from shale  ,CVX,1
03/05/2019,06:39:00,Major oil companies are moving to tighten their grip on fracking in the Permian Basin as Chevron looks to double it¡K ,CVX,1
03/05/2019,06:18:00,$CVX:Chevron Outlines Strategy for Disciplined Growth and Higher Returns:,CVX,1
03/05/2019,06:17:00,$CVX - Chevron ramps up Permain production outlook to 900K boe/day by 2023 ,CVX,1
03/04/2019,00:14:00,Chevron Co. Forecasted to Earn Q1 2019 Earnings of $1.93 Per Share $CVX  #stocks,CVX,1
03/04/2019,00:13:00,Chevron Co. Forecasted to Earn Q1 2019 Earnings of $1.93 Per Share $CVX ,CVX,1
03/04/2019,00:10:00,Jefferies Financial Group Lowers Chevron Q1 2019 Earnings Estimates to $1.93 EPS (Previously $1.95).  $CVX #CVX,CVX,1
03/03/2019,16:44:00,Chevron Corporation $CHV Jumps 1.51% on Mar 3 ,CVX,1
01/15/2020,10:38:00,Cisco Systems $CSCO Rating Increased to Hold at Zacks Investment Research  #stocks,CSCO,1
01/14/2020,02:02:00,Cisco Systems $CSCO ¡V Analysts¡¦ Weekly Ratings Updates ,CSCO,1
01/14/2020,01:59:00,Cisco Systems $CSCO ¡V Analysts¡¦ Weekly Ratings Updates  #stocks,CSCO,1
01/12/2020,09:09:00,Cisco Systems $CSCO Downgraded to Neutral at Bank of America   #markets,CSCO,0
01/12/2020,08:42:00,Cisco Systems $CSCO Cut to ¡§Neutral¡¨ at Citigroup ,CSCO,0
01/12/2020,08:42:00,Cisco Systems $CSCO Stock Rating Lowered by Citigroup ,CSCO,0
01/11/2020,11:18:00,Cisco Systems $CSCO Downgraded by Bank of America  #stocks,CSCO,0
01/09/2020,15:38:00,Cisco Systems $CSCO Downgraded to Neutral at Citigroup  #stocks,CSCO,0
01/08/2020,07:10:00,"$CSCO (-1.0% pre) BofA Securities Downgrades Cisco (CSCO) to Neutral, $52 PT",CSCO,0
01/08/2020,05:57:00,Cisco Systems $CSCO Cut to ¡§Neutral¡¨ at Bank of America  #stocks,CSCO,0
01/08/2020,05:35:00,Cisco Systems $CSCO Rating Lowered to Neutral at Bank of America ,CSCO,0
01/08/2020,04:24:00,???? $CSCO DOWNGRADE TO NEUTRAL AT BOFA ON LACK OF 2020 CATALYSTS,CSCO,0
01/05/2020,10:23:00,$CSCO - Dividend Growth Investment For 2020. Subscribe to Seeking Alpha for more:  #economy #finance #trading,CSCO,1
01/01/2020,08:21:00,"Cisco Systems, Inc. Declares Quarterly Dividend of $0.35 $CSCO ",CSCO,1
12/31/2019,05:19:00,"Cisco Systems, Inc. Plans Quarterly Dividend of $0.35 $CSCO ",CSCO,1
12/30/2019,21:45:00,$CSCO still holding the 100ma after failing resistance last week. Wondering if this will fill that gap down back to¡K ,CSCO,0
12/30/2019,12:07:00,"There's A Lot To Like About Cisco Systems, Inc.'s $CSCO Upcoming US$0.35 Dividend",CSCO,1
12/27/2019,02:36:00,Cisco Systems $CSCO Upgraded at BidaskClub  #stocks,CSCO,1
12/26/2019,03:14:00,BidaskClub Upgrades Cisco Systems $CSCO to Hold ,CSCO,1
12/25/2019,03:44:00,Cisco Systems $CSCO Upgraded by BidaskClub to ¡§Hold¡¨ ,CSCO,1
12/24/2019,00:54:00,Cisco Systems $CSCO Upgraded to Hold by BidaskClub ,CSCO,1
12/23/2019,00:33:00,Cisco Systems $CSCO Upgraded to ¡§Overweight¡¨ by Barclays ,CSCO,1
12/22/2019,08:51:00,Cisco Systems $CSCO Raised to ¡§Overweight¡¨ at Barclays ,CSCO,1
12/22/2019,08:48:00,Cisco Systems $CSCO Upgraded by Barclays to Overweight   #markets,CSCO,1
12/21/2019,09:28:00,"Trading Ideas: $CSCO short, bounce off top edge of downward parallel channel  ?? FREE trade-o¡K ",CSCO,0
12/21/2019,06:34:00,Cisco Systems $CSCO Upgraded at BidaskClub ,CSCO,1
12/20/2019,02:45:00,Cisco Systems $CSCO Upgraded by BidaskClub to ¡§Sell¡¨ ,CSCO,0
12/19/2019,15:37:00,Cisco Systems (NASDAQ: CSCO) Barclays analyst Upgrades Cisco - Raises Price Target to...  via @DayTradersGroup $CSCO,CSCO,1
12/19/2019,12:31:00,$CSCO gaping higher into the most recent earnings gap down. ,CSCO,1
12/19/2019,12:17:00,Cisco $CSCO Is Upgraded to Overweight at Barclays With a $53 Price Target,CSCO,1
12/19/2019,10:23:00,RT @_ms_izzy: $CSCO sold calls this morning as it tested above 50MA. Would like to see whether this closed above or below 50MA. Thinking I¡K,CSCO,0
12/19/2019,04:14:00,$CSCO Barclays analyst Tim Long upgrades Cisco Systems from Equal-Weight to Overweight and announces $53 PT,CSCO,1
12/18/2019,22:32:00,BidaskClub Upgrades Cisco Systems $CSCO to ¡§Sell¡¨  #stocks,CSCO,0
12/17/2019,08:45:00,"$CSCO working into the earnings gap down showing positive feedback from their ""Internet is Changing"" strategy. ",CSCO,0
12/16/2019,13:06:00,Cisco $CSCO acquires ultra-low latency networking specialist Exablaze,CSCO,1
12/15/2019,15:41:00,"$CSCO touched the gap Friday and that is about all it did like a high school prom date. Clearly a resistance area,¡K ",CSCO,1
12/15/2019,08:25:00,Cisco Systems $CSCO Upgraded to ¡§Buy¡¨ at Edward Jones ,CSCO,1
12/13/2019,14:21:00,Cisco Systems $CSCO Raised to Buy at Edward Jones  #stocks,CSCO,1
12/13/2019,14:21:00,Cisco Systems $CSCO Upgraded by Edward Jones to Buy ,CSCO,1
12/12/2019,11:57:00,$CSCO 1 day later in double territory. We all got paid today. Sold some calls at 1.22. ,CSCO,0
12/09/2019,17:19:00,"Cisco Systems, Inc. $CSCO to Issue Quarterly Dividend of $0.35  #stocks",CSCO,1
12/09/2019,17:18:00,"Cisco Systems, Inc. $CSCO Declares $0.35 Quarterly Dividend ",CSCO,1
12/09/2019,15:47:00,$CSCO - Cisco declares $0.35 dividend ,CSCO,1
12/08/2019,06:35:00,Cisco Systems $CSCO Downgraded by BidaskClub ,CSCO,0
12/07/2019,06:04:00,Cisco Systems $CSCO Rating Lowered to Strong Sell at BidaskClub  #stocks,CSCO,0
12/07/2019,05:59:00,Cisco Systems $CSCO Rating Lowered to Strong Sell at BidaskClub ,CSCO,0
12/06/2019,20:11:00,Cisco Systems $CSCO Downgraded to Strong Sell at BidaskClub ,CSCO,0
12/05/2019,02:19:00,Cisco Systems $CSCO Cut to Strong Sell at BidaskClub   #markets,CSCO,0
12/05/2019,02:18:00,Cisco Systems $CSCO Cut to Strong Sell at BidaskClub ,CSCO,0
12/04/2019,17:04:00,Google $GOOGL buys trio of Cisco $CSCO buildings in North San Jose for $123M?,CSCO,1
12/04/2019,05:19:00,Cisco Systems $CSCO Upgraded to ¡§Hold¡¨ by ValuEngine ,CSCO,1
12/01/2019,12:30:00,$CSCO with that open gap above seems to have held the earnings low and might be looking for the leg up and into the¡K ,CSCO,0
11/30/2019,02:28:00,"Cisco Systems, Inc. $CSCO CFO Sells $3,163,300.00 in Stock ",CSCO,0
11/30/2019,02:26:00,"Cisco Systems, Inc. $CSCO CFO Kelly A. Kramer Sells 70,000 Shares  #stocks",CSCO,0
11/29/2019,02:41:00,"Insider Selling: Cisco Systems, Inc. $CSCO EVP Sells 28,093 Shares of Stock  #stocks",CSCO,0
11/29/2019,02:40:00,"Insider Selling: Cisco Systems, Inc. $CSCO EVP Sells $1,274,298.48 in Stock ",CSCO,0
11/28/2019,10:07:00,"Cisco Systems, Inc. $CSCO CFO Kelly A. Kramer Sells 70,000 Shares of Stock   #markets",CSCO,0
11/28/2019,02:58:00,"Insider Selling: Cisco Systems, Inc. $CSCO EVP Sells 28,093 Shares of Stock ",CSCO,0
11/27/2019,18:43:00,"Kelly A. Kramer Sells 70,000 Shares of Cisco Systems, Inc. $CSCO Stock ",CSCO,0
11/27/2019,18:42:00,"Kelly A. Kramer Sells 70,000 Shares of Cisco Systems, Inc. $CSCO Stock  #stocks",CSCO,0
11/26/2019,15:57:00,"Cisco Systems, Inc. $CSCO EVP Sells $1,274,298.48 in Stock  #stocks",CSCO,0
11/26/2019,15:57:00,"Cisco Systems, Inc. $CSCO EVP Sells $1,274,298.48 in Stock ",CSCO,0
11/26/2019,01:32:00,"3 Insiders at Cisco Systems sold 267,307 shares last week for $12.0M $CSCO #CiscoSystems #stockmarket #stock #money¡K ",CSCO,0
11/25/2019,16:40:00,$CSCO $HPE HPE Reports Revenue That Misses Estimates on Server Demand via ,CSCO,0
11/23/2019,18:35:00,"Cisco Systems Inc: Quality, Dividend Growth & Attractive Valuation $CSCO ",CSCO,1
11/23/2019,09:34:00,"Cisco Systems, Inc. $CSCO EVP Mark D. Chandler Sells 19,880 Shares of Stock ",CSCO,0
11/23/2019,08:56:00,"Cisco Systems, Inc. $CSCO CAO Prat Bhatt Sells 39,343 Shares ",CSCO,0
11/23/2019,04:14:00,"Irving Tan Sells 10,733 Shares of Cisco Systems, Inc. $CSCO Stock ",CSCO,0
11/23/2019,03:49:00,"Cisco Systems, Inc. $CSCO CEO Sells $564,471.57 in Stock ",CSCO,0
11/22/2019,18:33:00,"Cisco Systems, Inc. $CSCO CAO Prat Bhatt Sells 39,343 Shares  #stocks",CSCO,0
11/22/2019,18:33:00,"Insider Selling: Cisco Systems, Inc. $CSCO CEO Sells 208,084 Shares of Stock  #stocks",CSCO,0
11/22/2019,18:33:00,"Mark D. Chandler Sells 19,880 Shares of Cisco Systems, Inc. $CSCO Stock  #stocks",CSCO,0
11/22/2019,18:25:00,"Charles Robbins Sells 208,084 Shares of Cisco Systems, Inc. $CSCO Stock ",CSCO,0
11/22/2019,18:24:00,"Insider Selling: Cisco Systems, Inc. $CSCO CEO Sells 208,084 Shares of Stock ",CSCO,0
11/22/2019,04:25:00,"Irving Tan Sells 10,733 Shares of Cisco Systems, Inc. $CSCO Stock   #markets",CSCO,0
